OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	High_level_taxonomy	HL_hit_percent_id	HL_hit_query_cover
FOTU_2218	Fungi_1	Basidiomycota_1	Ustilaginomycetes_1	Ustilaginales_1	Ustilaginaceae_1	Ustilago_1			0	0
FOTU_2219	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_2220	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Entolomataceae_1	Clitopilus_1			0	0
FOTU_2221	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Psathyrellaceae_1	Coprinopsis_1	Coprinopsis strossmayeri 		0	0
FOTU_2222									0	0
FOTU_2223	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1					0	0
FOTU_2224	Fungi_1								0	0
FOTU_2225	Fungi_1	Ascomycota_1	Orbiliomycetes_1	Orbiliales_1	Orbiliaceae_1	Arthrobotrys_1	Arthrobotrys conoides 		0	0
FOTU_2226	Fungi_1	Rozellomycota_1							0	0
FOTU_2227									0	0
FOTU_2228									0	0
FOTU_2229	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Sporormiaceae_1	Preussia_1	Preussia terricola 		0	0
FOTU_2230									0	0
FOTU_2231	Fungi_1	Ascomycota_1							0	0
FOTU_2232	Rhizaria_1	Cercozoa_1							0	0
FOTU_2233	Fungi_1								0	0
FOTU_2234									0	0
FOTU_2235	Fungi_1	Ascomycota_1	Sordariomycetes_1	Microascales_1	Microascaceae_1	Acaulium_1	Acaulium retardatum 		0	0
FOTU_2236	Fungi_1	Rozellomycota_1							0	0
FOTU_2237	Rhizaria_1	Cercozoa_1							0	0
FOTU_2238									0	0
FOTU_2239	Fungi_1	Ascomycota_1	Sordariomycetes_1						0	0
FOTU_2240									0	0
FOTU_2241	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Ophiosphaerella_1		Fungi-ZANF81,p__Ascomycota,c__Dothideomycetes,o__Pleosporales	85.806	75
FOTU_2242	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Teichosporaceae_1	Teichospora_1	Teichospora pusilla 		0	0
FOTU_2243									0	0
FOTU_2244	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Cantharellales_1	Hydnaceae_1	Sistotrema_1			0	0
FOTU_2245	Fungi_1	Ascomycota_1	Sordariomycetes_1	Glomerellales_1	Glomerellaceae_1	Colletotrichum_1	Colletotrichum truncatum 		0	0
FOTU_2246	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Lasiosphaeriaceae_1	Schizothecium_1		Fungi-CCHF66,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_sardiniae	78.365	100
FOTU_2247	Rhizaria_1	Cercozoa_1							0	0
FOTU_2248									0	0
FOTU_2249									0	0
FOTU_2250	Fungi_1	Basidiomycota_1	Geminibasidiomycetes_1	Geminibasidiales_1	Geminibasidiaceae_1	Geminibasidium_1			0	0
FOTU_2251									0	0
FOTU_2252	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Didymellaceae_1	Neoascochyta_1	Neoascochyta desmazieri 	Fungi-CCHF45,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,s__Pyrenochaetopsis_tabarestanensis	86.503	80
FOTU_2253									0	0
FOTU_2254									0	0
FOTU_2255	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Leptospora_1	Leptospora thailandica 		0	0
FOTU_2256									0	0
FOTU_2257									0	0
FOTU_2258									0	0
FOTU_2259	Fungi_1	Kickxellomycota_1							0	0
FOTU_2260	Fungi_1	Rozellomycota_1							0	0
FOTU_2261	Rhizaria_1	Cercozoa_1							0	0
FOTU_2262	Rhizaria_1	Cercozoa_1							0	0
FOTU_2263									0	0
FOTU_2264	Fungi_1	Chytridiomycota_1	Lobulomycetes_1	Lobulomycetales_1					0	0
FOTU_2265	Fungi_1	Mucoromycota_1	Mucoromycetes_1	Mucorales_1					0	0
FOTU_2266									0	0
FOTU_2267	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Cantharellales_1	Ceratobasidiaceae_1				0	0
FOTU_2268	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Operculomycetaceae_1	Operculomyces_1			0	0
FOTU_2269									0	0
FOTU_2270	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Polyporales_1	Polyporaceae_1	Perenniporia_1	Perenniporia subacida 		0	0
FOTU_2271	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1					0	0
FOTU_2272									0	0
FOTU_2273									0	0
FOTU_2274									0	0
FOTU_2275	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Bulbithecium_1	Bulbithecium ellipsoideum 			0	0
FOTU_2276									0	0
FOTU_2277	Fungi_1	Basidiomycota_1							0	0
FOTU_2278	Rhizaria_1	Cercozoa_1							0	0
FOTU_2279	Rhizaria_1	Cercozoa_1							0	0
FOTU_2280									0	0
FOTU_2281	Fungi_1	Basidiomycota_1							0	0
FOTU_2282									0	0
FOTU_2283	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Myrotheciomycetaceae_1	Trichothecium_1		Fungi-ZANF76,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sarocladium,s__Sarocladium_zeae	76.684	94
FOTU_2284									0	0
FOTU_2285									0	0
FOTU_2286	Fungi_1								0	0
FOTU_2287	Fungi_1	Ascomycota_1	Sordariomycetes_1	Coronophorales_1	Ceratostomataceae_1	Dactylidispora_1			0	0
FOTU_2288	Rhizaria_1	Cercozoa_1							0	0
FOTU_2289	Fungi_1								0	0
FOTU_2290	Fungi_1	Basidiomycota_1							0	0
FOTU_2291	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Leptospora_1	Leptospora rubella 		0	0
FOTU_2292	Rhizaria_1	Cercozoa_1							0	0
FOTU_2293	Fungi_1	Olpidiomycota_1							0	0
FOTU_2294	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1					0	0
FOTU_2295									0	0
FOTU_2296	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1	Herpotrichiellaceae_1	Cladophialophora_1			0	0
FOTU_2297	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Lunasporangiospora_1	Lunasporangiospora chienii 		0	0
FOTU_2298									0	0
FOTU_2299									0	0
FOTU_2300	Fungi_1								0	0
FOTU_2301	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Lasiosphaeriaceae_1	Schizothecium_1		Fungi-CCHF66,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_sardiniae	77.512	100
FOTU_2302	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Thelephorales_1	Thelephoraceae_1				0	0
FOTU_2303	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1				0	0
FOTU_2304	Fungi_1	Basidiomycota_1	Tremellomycetes_1	Filobasidiales_1	Filobasidiaceae_1	Goffeauzyma_1	Goffeauzyma gastrica 		0	0
FOTU_2305	Rhizaria_1	Cercozoa_1							0	0
FOTU_2306									0	0
FOTU_2307	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_2308	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Inocybaceae_1	Inocybe_1	Inocybe nodulosa 		0	0
FOTU_2309	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Periconiaceae_1	Periconia_1	Periconia verrucosa 		0	0
FOTU_2310									0	0
FOTU_2311	Fungi_1	Kickxellomycota_1	Ramicandelaberomycetes_1	Ramicandelaberales_1					0	0
FOTU_2312									0	0
FOTU_2313	Rhizaria_1	Cercozoa_1							0	0
FOTU_2314	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Protrudomycetaceae_1	Protrudomyces_1			0	0
FOTU_2315	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1					0	0
FOTU_2316									0	0
FOTU_2317									0	0
FOTU_2318									0	0
FOTU_2319									0	0
FOTU_2320	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Clavariaceae_1	Clavaria_1			0	0
FOTU_2321	Fungi_1								0	0
FOTU_2322	Rhizaria_1	Cercozoa_1							0	0
FOTU_2323									0	0
FOTU_2324									0	0
FOTU_2325	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1	Trichomeriaceae_1				0	0
FOTU_2326	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1	Spizellomycetaceae_1	Spizellomyces_1			0	0
FOTU_2327	Fungi_1							Fungi-ZANF64,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma	93.564	100
FOTU_2328	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Nectriaceae_1	Fusicolla_1	Fusicolla acetilerea 	Fungi-ZANF62,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium	84.314	100
FOTU_2329									0	0
FOTU_2330	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Stachybotryaceae_1	Striaticonidium_1	Striaticonidium brachysporum 	Fungi-CHH22,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma	95.349	77
FOTU_2331	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Entolomataceae_1	Clitopilus_1			0	0
FOTU_2332									0	0
FOTU_2333	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1					0	0
FOTU_2334									0	0
FOTU_2335	Fungi_1	Ascomycota_1	Sordariomycetes_1	Chaetosphaeriales_1	Chaetosphaeriaceae_1	Dinemasporium_1			0	0
FOTU_2336	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Russulales_1	Russulaceae_1	Russula_1			0	0
FOTU_2337									0	0
FOTU_2338	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Hypocreaceae_1				0	0
FOTU_2339									0	0
FOTU_2340	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Boletales_1	Sclerodermataceae_1	Scleroderma_1	Scleroderma cepa 		0	0
FOTU_2341									0	0
FOTU_2342	Fungi_1	Ascomycota_1							0	0
FOTU_2343									0	0
FOTU_2344	Fungi_1								0	0
FOTU_2345	Fungi_1								0	0
FOTU_2346	Fungi_1								0	0
FOTU_2347									0	0
FOTU_2348	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Polyporales_1	Meruliaceae_1	Scopuloides_1	Scopuloides hydnoides 		0	0
FOTU_2349									0	0
FOTU_2350	Rhizaria_1	Cercozoa_1							0	0
FOTU_2351									0	0
FOTU_2352	Fungi_1	Ascomycota_1	Orbiliomycetes_1	Orbiliales_1	Orbiliaceae_1				0	0
FOTU_2353	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_2354									0	0
FOTU_2355	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Nectriaceae_1	Fusarium_1	Fusarium neocosmosporiellum 	Fungi-ZANF69,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_neocosmosporiellum	98.000	100
FOTU_2356									0	0
FOTU_2357	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1				0	0
FOTU_2358	Fungi_1	Ascomycota_1	Dothideomycetes_1						0	0
FOTU_2359	Fungi_1	Basidiomycota_1							0	0
FOTU_2360									0	0
FOTU_2361	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Agaricaceae_1	Arachnion_1	Arachnion album 		0	0
FOTU_2362	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Polyporales_1	Sarcoporia_1	Sarcoporia polyspora 			0	0
FOTU_2363									0	0
FOTU_2364									0	0
FOTU_2365	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Polyporales_1	Ganodermataceae_1	Ganoderma_1	Ganoderma meredithiae 		0	0
FOTU_2366	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Helminthosphaeriaceae_1				0	0
FOTU_2367	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Leptospora_1	Leptospora rubella 		0	0
FOTU_2368	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Bolbitiaceae_1	Conocybe_1			0	0
FOTU_2369									0	0
FOTU_2370	Rhizaria_1	Cercozoa_1							0	0
FOTU_2371	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Sebacinales_1	Serendipitaceae_1	Serendipita_1			0	0
FOTU_2372	Fungi_1	Basidiomycota_1							0	0
FOTU_2373									0	0
FOTU_2374	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Boletales_1	Suillaceae_1	Suillus_1	Suillus cothurnatus 		0	0
FOTU_2375									0	0
FOTU_2376	Fungi_1	Ascomycota_1	Orbiliomycetes_1	Orbiliales_1					0	0
FOTU_2377	Fungi_1	Ascomycota_1	Sordariomycetes_1	Xylariales_1	Hypoxylaceae_1				0	0
FOTU_2378									0	0
FOTU_2379									0	0
FOTU_2380	Rhizaria_1	Cercozoa_1							0	0
FOTU_2381	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_2382	Fungi_1							Fungi-ZANF74,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Westerdykella	81.761	76
FOTU_2383									0	0
FOTU_2384									0	0
FOTU_2385									0	0
FOTU_2386									0	0
FOTU_2387									0	0
FOTU_2388	Fungi_1	Ascomycota_1	Dothideomycetes_1	Mycosphaerellales_1	Mycosphaerellaceae_1			Fungi-ZANF21,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zymoseptoria	86.070	98
FOTU_2389	Fungi_1	Ascomycota_1							0	0
FOTU_2390	Rhizaria_1	Cercozoa_1							0	0
FOTU_2391	Fungi_1	Ascomycota_1	Dothideomycetes_1	Eremomycetaceae_1	Arthrographis_1				0	0
FOTU_2392	Fungi_1								0	0
FOTU_2393									0	0
FOTU_2394	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Bionectriaceae_1	Fusariella_1			0	0
FOTU_2395	Rhizaria_1	Cercozoa_1							0	0
FOTU_2396									0	0
FOTU_2397	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Rhizophydiaceae_1	Rhizophydium_1			0	0
FOTU_2398	Fungi_1	Basidiomycota_1	Agaricomycetes_1						0	0
FOTU_2399	Fungi_1	Ascomycota_1	Sordariomycetes_1						0	0
FOTU_2400	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1			0	0
FOTU_2401	Rhizaria_1	Cercozoa_1							0	0
FOTU_2402									0	0
FOTU_2403	Fungi_1	Ascomycota_1	Sordariomycetes_1	Xylariales_1	Diatrypaceae_1	Diatrype_1	Diatrype stigma 		0	0
FOTU_2404									0	0
FOTU_2405	Rhizaria_1	Cercozoa_1	Thaumatomonadida_1	Thaumatomastigidae_1	Thaumatomonas_1				0	0
FOTU_2406	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Teichosporaceae_1				0	0
FOTU_2407	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Lasiosphaeriaceae_1	Schizothecium_1		Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	78.846	100
FOTU_2408									0	0
FOTU_2409									0	0
FOTU_2410	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Trechisporales_1	Hydnodontaceae_1	Trechispora_1	Trechispora cohaerens 		0	0
FOTU_2411	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_2412	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Nectriaceae_1	Thelonectria_1		Fungi-ZANF62,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium	80.583	100
FOTU_2413	Rhizaria_1	Cercozoa_1							0	0
FOTU_2414	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Roussoellaceae_1				0	0
FOTU_2415									0	0
FOTU_2416	Fungi_1	Chytridiomycota_1	Rhizophlyctidomycetes_1	Rhizophlyctidales_1	Rhizophlyctidaceae_1	Rhizophlyctis_1			0	0
FOTU_2417									0	0
FOTU_2418									0	0
FOTU_2419	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Thelephorales_1	Thelephoraceae_1	Amaurodon_1			0	0
FOTU_2420									0	0
FOTU_2421	Rhizaria_1	Cercozoa_1							0	0
FOTU_2422	Fungi_1								0	0
FOTU_2423									0	0
FOTU_2424	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Hymenochaetales_1	Schizoporaceae_1				0	0
FOTU_2425	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_2426	Fungi_1	Ascomycota_1	Sordariomycetes_1	Pleurotheciales_1	Pleurotheciaceae_1	Pleurotheciella_1			0	0
FOTU_2427	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Polyporales_1	Grifolaceae_1	Grifola_1	Grifola frondosa 		0	0
FOTU_2428	Rhizaria_1	Cercozoa_1							0	0
FOTU_2429									0	0
FOTU_2430	Fungi_1	Ascomycota_1	Sordariomycetes_1	Diaporthales_1	Gnomoniaceae_1	Ophiognomonia_1	Ophiognomonia setacea 		0	0
FOTU_2431	Fungi_1								0	0
FOTU_2432	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1					0	0
FOTU_2433	Rhizaria_1	Cercozoa_1							0	0
FOTU_2434	Fungi_1	Rozellomycota_1	Branch03_1						0	0
FOTU_2435	Rhizaria_1	Cercozoa_1							0	0
FOTU_2436	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Entolomataceae_1	Entoloma_1			0	0
FOTU_2437									0	0
FOTU_2438	Rhizaria_1	Cercozoa_1							0	0
FOTU_2439									0	0
FOTU_2440	Fungi_1	Basidiomycota_1	Microbotryomycetes_1	Sporidiobolales_1	Sporidiobolaceae_1	Rhodotorula_1	Rhodotorula babjevae 	Fungi-EMMF54,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Sporobolomyces,s__Sporobolomyces_koalae	83.333	100
FOTU_2441	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pseudorobillardaceae_1	Pseudorobillarda_1				0	0
FOTU_2442	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Porotheleaceae_1	Porotheleum_1			0	0
FOTU_2443									0	0
FOTU_2444									0	0
FOTU_2445									0	0
FOTU_2446									0	0
FOTU_2447									0	0
FOTU_2448	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Entolomataceae_1	Entoloma_1			0	0
FOTU_2449	Fungi_1	Ascomycota_1	Sordariomycetes_1						0	0
FOTU_2450									0	0
FOTU_2451									0	0
FOTU_2452	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1					0	0
FOTU_2453									0	0
FOTU_2454	Fungi_1								0	0
FOTU_2455	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Panaeolus_1				0	0
FOTU_2456	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1	Spizellomycetaceae_1				0	0
FOTU_2457	Fungi_1							Fungi-CCHF66,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_sardiniae	85.572	100
FOTU_2458	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_2459									0	0
FOTU_2460									0	0
FOTU_2461									0	0
FOTU_2462	Fungi_1								0	0
FOTU_2463	Rhizaria_1	Cercozoa_1							0	0
FOTU_2464	Fungi_1	Ascomycota_1							0	0
FOTU_2465	Fungi_1	Ascomycota_1	Sordariomycetes_1	Microascales_1	Halosphaeriaceae_1				0	0
FOTU_2466	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1	Ascobolaceae_1	Ascobolus_1			0	0
FOTU_2467	Fungi_1	Ascomycota_1	Taphrinomycetes_1	Taphrinales_1	Taphrinaceae_1	Taphrina_1	Taphrina inositophila 	Fungi-EMMF4,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,s__Taphrina_inositophila	100.000	100
FOTU_2468	Fungi_1	Ascomycota_1	Leotiomycetes_1	Thelebolales_1	Pseudeurotiaceae_1				0	0
FOTU_2469									0	0
FOTU_2470	Fungi_1	Ascomycota_1	Sordariomycetes_1	Branch06_1					0	0
FOTU_2471									0	0
FOTU_2472	Fungi_1								0	0
FOTU_2473	Fungi_1	Rozellomycota_1							0	0
FOTU_2474	Fungi_1	Kickxellomycota_1	Ramicandelaberomycetes_1	Ramicandelaberales_1	Ramicandelaberaceae_1	Ramicandelaber_1			0	0
FOTU_2475	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1					0	0
FOTU_2476									0	0
FOTU_2477	Fungi_1								0	0
FOTU_2478									0	0
FOTU_2479	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Auriculariales_1	Oliveoniaceae_1	Oliveonia_1			0	0
FOTU_2480	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Lasiosphaeriaceae_1	Schizothecium_1		Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	80.476	100
FOTU_2481									0	0
FOTU_2482									0	0
FOTU_2483	Fungi_1								0	0
FOTU_2484	Rhizaria_1	Cercozoa_1							0	0
FOTU_2485	Rhizaria_1	Cercozoa_1							0	0
FOTU_2486	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Sebacinales_1	Serendipitaceae_1	Serendipita_1			0	0
FOTU_2487	Fungi_1	Rozellomycota_1							0	0
FOTU_2488	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Psathyrellaceae_1	Psathyrella_1	Psathyrella multipedata 		0	0
FOTU_2489	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Gloeophyllales_1	Gloeophyllaceae_1	Gloeophyllum_1	Gloeophyllum sepiarium 		0	0
FOTU_2490									0	0
FOTU_2491									0	0
FOTU_2492	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Torulaceae_1				0	0
FOTU_2493	Rhizaria_1	Cercozoa_1							0	0
FOTU_2494									0	0
FOTU_2495	Fungi_1	Chytridiomycota_1	Rhizophlyctidomycetes_1	Rhizophlyctidales_1	Rhizophlyctidaceae_1				0	0
FOTU_2496	Fungi_1								0	0
FOTU_2497	Metazoa_1	Anthozoa_1	Zoantharia_1	Sphenopidae_1	Sphenopus_2	Sphenopus marsupialis 			0	0
FOTU_2498									0	0
FOTU_2499	Fungi_1							Fungi-ZANF35,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium	99.412	85
FOTU_2500	Fungi_1	Rozellomycota_1							0	0
FOTU_2501	Fungi_1								0	0
FOTU_2502									0	0
FOTU_2503									0	0
FOTU_2504	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1			Fungi-CCHF66,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_sardiniae	87.156	100
FOTU_2505	Rhizaria_1	Cercozoa_1							0	0
FOTU_2506									0	0
FOTU_2507	Rhizaria_1	Cercozoa_1							0	0
FOTU_2508	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1				Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	77.885	100
FOTU_2509									0	0
FOTU_2510									0	0
FOTU_2511	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1	Pezizaceae_1	Peziza_1			0	0
FOTU_2512	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Torulaceae_1	Torula_1			0	0
FOTU_2513									0	0
FOTU_2514	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1	Trichomeriaceae_1	Knufia_1			0	0
FOTU_2515									0	0
FOTU_2516									0	0
FOTU_2517									0	0
FOTU_2518	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Entolomataceae_1	Clitopilus_1			0	0
FOTU_2519	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_2520	Rhizaria_1	Cercozoa_1							0	0
FOTU_2521									0	0
FOTU_2522	Fungi_1	Mucoromycota_1	Mucoromycetes_1	Mucorales_1	Mucoraceae_1	Mucor_1	Mucor circinelloides 	Fungi-CCHF69,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_circinelloides	99.500	100
FOTU_2523	Fungi_1								0	0
FOTU_2524	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Neosetophoma_1			0	0
FOTU_2525									0	0
FOTU_2526	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Hypocreaceae_1	Trichoderma_1	Trichoderma decipiens 		0	0
FOTU_2527	Fungi_1								0	0
FOTU_2528	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Strophariaceae_1	Hypholoma_1	Hypholoma capnoides 		0	0
FOTU_2529									0	0
FOTU_2530	Rhizaria_1	Cercozoa_1							0	0
FOTU_2531	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1					0	0
FOTU_2532									0	0
FOTU_2533	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_2534	Fungi_1	Kickxellomycota_1							0	0
FOTU_2535									0	0
FOTU_2536	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Stachybotryaceae_1	Myrothecium_1		Fungi-CCHF65,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sesquicillium	80.597	100
FOTU_2537	Fungi_1	Zoopagomycota_1	Zoopagomycetes_1	Zoopagales_1	Piptocephalidaceae_1	Syncephalis_1			0	0
FOTU_2538	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Cantharellales_1	Ceratobasidiaceae_1	Ceratobasidium_1			0	0
FOTU_2539									0	0
FOTU_2540									0	0
FOTU_2541	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Didymocyrtis_1	Didymocyrtis pini 		0	0
FOTU_2542									0	0
FOTU_2543	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Phaeosphaeria_1	Phaeosphaeria caricis 		0	0
FOTU_2544	Rhizaria_1	Cercozoa_1							0	0
