OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	High_level_taxonomy	HL_hit_percent_id	HL_hit_query_cover
FOTU_5654									0	0
FOTU_5655									0	0
FOTU_5656	Fungi_1	Rozellomycota_1							0	0
FOTU_5657	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Lyophyllaceae_1	Lyophyllum_1			0	0
FOTU_5658									0	0
FOTU_5659	Fungi_1								0	0
FOTU_5660	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Crepidotaceae_1	Crepidotus_1	Crepidotus albissimus 		0	0
FOTU_5661	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Entolomataceae_1	Entoloma_1			0	0
FOTU_5662									0	0
FOTU_5663	Rhizaria_1	Cercozoa_1							0	0
FOTU_5664	Rhizaria_1	Cercozoa_1							0	0
FOTU_5665	Fungi_1								0	0
FOTU_5666									0	0
FOTU_5667	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Agaricaceae_1	Echinoderma_1	Echinoderma asperum 		0	0
FOTU_5668									0	0
FOTU_5669	Fungi_1	Ascomycota_1							0	0
FOTU_5670	Fungi_1								0	0
FOTU_5671	Fungi_1	Rozellomycota_1							0	0
FOTU_5672	Fungi_1	Chytridiomycota_1	Rhizophlyctidomycetes_1	Rhizophlyctidales_1	Rhizophlyctidaceae_1				0	0
FOTU_5673	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Rhizophydiaceae_1				0	0
FOTU_5674									0	0
FOTU_5675	Fungi_1	Ascomycota_1	Laboulbeniomycetes_1	Pyxidiophorales_1	Pyxidiophoraceae_1	Pyxidiophora_1			0	0
FOTU_5676	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Psathyrellaceae_1	Coprinopsis_1			0	0
FOTU_5677									0	0
FOTU_5678									0	0
FOTU_5679									0	0
FOTU_5680									0	0
FOTU_5681									0	0
FOTU_5682	Fungi_1	Basidiomycota_1	Microbotryomycetes_1	Leucosporidiales_1	Leucosporidiaceae_1	Mastigobasidium_1		Fungi-CHH5,p__Basidiomycota,c__Microbotryomycetes,o__Leucosporidiales,f__Leucosporidiaceae,g__Leucosporidium,s__Leucosporidium_intermedium	83.410	100
FOTU_5683									0	0
FOTU_5684	Metazoa_1								0	0
FOTU_5685									0	0
FOTU_5686	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Phaeosphaeria_1			0	0
FOTU_5687	Fungi_1								0	0
FOTU_5688									0	0
FOTU_5689	Rhizaria_1	Cercozoa_1							0	0
FOTU_5690	Fungi_1	Chytridiomycota_1	Lobulomycetes_1	Lobulomycetales_1					0	0
FOTU_5691									0	0
FOTU_5692									0	0
FOTU_5693									0	0
FOTU_5694	Fungi_1								0	0
FOTU_5695									0	0
FOTU_5696	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1					0	0
FOTU_5697									0	0
FOTU_5698	Fungi_1								0	0
FOTU_5699									0	0
FOTU_5700									0	0
FOTU_5701	Fungi_1	Basidiomycota_1	Tremellomycetes_1	Filobasidiales_1	Filobasidiaceae_1	Naganishia_1		Fungi-EMMF89,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium	100.000	75
FOTU_5702									0	0
FOTU_5703	Fungi_1	Rozellomycota_1	GS11_1						0	0
FOTU_5704									0	0
FOTU_5705	Rhizaria_1	Cercozoa_1							0	0
FOTU_5706									0	0
FOTU_5707									0	0
FOTU_5708	Fungi_1	Ascomycota_1							0	0
FOTU_5709	Fungi_1								0	0
FOTU_5710									0	0
FOTU_5711	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1			Fungi-OEO_O300,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,s__Linnemannia_elongata	80.488	100
FOTU_5712	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1	Herpotrichiellaceae_1	Exophiala_1		Fungi-ZANF58,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala	92.611	100
FOTU_5713									0	0
FOTU_5714	Fungi_1								0	0
FOTU_5715	Rhizaria_1	Cercozoa_1							0	0
FOTU_5716									0	0
FOTU_5717	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Trichocomaceae_1	Talaromyces_1		Fungi-CCHF61,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces	91.707	100
FOTU_5718									0	0
FOTU_5719	Fungi_1								0	0
FOTU_5720	Metazoa_1								0	0
FOTU_5721	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Atheliales_1	Atheliaceae_1	Athelia_1	Athelia arachnoidea 		0	0
FOTU_5722									0	0
FOTU_5723									0	0
FOTU_5724									0	0
FOTU_5725	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_5726	Rhizaria_1	Cercozoa_1							0	0
FOTU_5727	Fungi_1	Chytridiomycota_1							0	0
FOTU_5728	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1					0	0
FOTU_5729									0	0
FOTU_5730	Fungi_1	Chytridiomycota_1							0	0
FOTU_5731	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1		Fungi-OEO_O219,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp	82.673	100
FOTU_5732	Fungi_1	Chytridiomycota_1							0	0
FOTU_5733	Fungi_1	Ascomycota_1	Sordariomycetes_1	Xylariales_1	Lopadostomataceae_1	Whalleya_1	Whalleya microplaca 		0	0
FOTU_5734	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1	Spizellomycetaceae_1	Spizellomyces_1			0	0
FOTU_5735	Fungi_1	Rozellomycota_1							0	0
FOTU_5736									0	0
FOTU_5737	Fungi_1	Ascomycota_1	Dothideomycetes_1	Venturiales_1	Sympoventuriaceae_1	Scolecobasidium_1	Scolecobasidium cordanae 		0	0
FOTU_5738	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1	Spizellomycetaceae_1				0	0
FOTU_5739	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Hymenochaetales_1	Hymenochaetaceae_1	Fomitiporia_1	Fomitiporia ignea 		0	0
FOTU_5740	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Polyporales_1	Polyporaceae_1	Cerioporus_1			0	0
FOTU_5741	Fungi_1								0	0
FOTU_5742									0	0
FOTU_5743	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1	Pezizellaceae_1	Chalara_1		Fungi-OEO_O50,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium	75.728	94
FOTU_5744									0	0
FOTU_5745	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Tubariaceae_1	Tubaria_1			0	0
FOTU_5746									0	0
FOTU_5747	Fungi_1								0	0
FOTU_5748	Fungi_1								0	0
FOTU_5749	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Polyporales_1	Polyporaceae_1				0	0
FOTU_5750	Fungi_1	Ascomycota_1	Laboulbeniomycetes_1	Pyxidiophorales_1	Pyxidiophoraceae_1	Pyxidiophora_1	Pyxidiophora arvernensis 		0	0
FOTU_5751									0	0
FOTU_5752									0	0
FOTU_5753	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Pleosporaceae_1	Curvularia_1		Fungi-CHH16,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_xishuangbannaensis	92.941	84
FOTU_5754	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Aspergillaceae_1	Aspergillus_1		Fungi-OEO_O50,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium	84.951	100
FOTU_5755									0	0
FOTU_5756									0	0
FOTU_5757									0	0
FOTU_5758									0	0
FOTU_5759									0	0
FOTU_5760	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Clavicipitaceae_1			Fungi-CHH22,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma	85.135	100
FOTU_5761									0	0
FOTU_5762									0	0
FOTU_5763	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_5764	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Cortinariaceae_1	Cortinarius_1			0	0
FOTU_5765	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Hymenochaetales_1					0	0
FOTU_5766	Fungi_1	Chytridiomycota_1							0	0
FOTU_5767	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Hymenochaetales_1	Hymenochaetaceae_1	Pseudoinonotus_1	Pseudoinonotus dryadeus 		0	0
FOTU_5768	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1			0	0
FOTU_5769	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_5770									0	0
FOTU_5771	Rhizaria_1	Cercozoa_1							0	0
FOTU_5772	Rhizaria_1	Cercozoa_1							0	0
FOTU_5773									0	0
FOTU_5774	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_5775									0	0
FOTU_5776	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1					0	0
FOTU_5777									0	0
FOTU_5778	Fungi_1	Chytridiomycota_1	Lobulomycetes_1	Lobulomycetales_1					0	0
FOTU_5779									0	0
FOTU_5780	Fungi_1							Fungi-CCHF49C,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,s__Talaromyces_domesticus	91.262	100
FOTU_5781	Fungi_1	Ascomycota_1	Dothideomycetes_1	Eremomycetaceae_1					0	0
FOTU_5782									0	0
FOTU_5783									0	0
FOTU_5784									0	0
FOTU_5785	Fungi_1	Basidiomycota_1	Microbotryomycetes_1	Sporidiobolales_1	Sporidiobolaceae_1	Sporobolomyces_1	Sporobolomyces roseus 	Fungi-ZANF5,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Sporobolomyces	92.021	94
FOTU_5786	Fungi_1	Ascomycota_1	Sordariomycetes_1	Cephalothecales_1					0	0
FOTU_5787									0	0
FOTU_5788	Rhizaria_1	Cercozoa_1							0	0
FOTU_5789									0	0
FOTU_5790	Fungi_1	Ascomycota_1	Sordariomycetes_1	Atractosporales_1	Conlariaceae_1	Conlarium_1			0	0
FOTU_5791	Fungi_1	Chytridiomycota_1							0	0
FOTU_5792									0	0
FOTU_5793	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1					0	0
FOTU_5794	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1					0	0
FOTU_5795									0	0
FOTU_5796	Rhizaria_1	Cercozoa_1							0	0
FOTU_5797	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Hymenogastraceae_1	Hebeloma_1			0	0
FOTU_5798	Fungi_1	Ascomycota_1							0	0
FOTU_5799	Fungi_1	Basidiomycota_1	Microbotryomycetes_1	Sporidiobolales_1					0	0
FOTU_5800									0	0
FOTU_5801	Rhizaria_1	Cercozoa_1							0	0
FOTU_5802	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Polyporales_1	Meruliaceae_1	Crustodontia_1	Crustodontia chrysocreas 		0	0
FOTU_5803	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Rhizophydiaceae_1				0	0
FOTU_5804									0	0
FOTU_5805	Rhizaria_1	Cercozoa_1							0	0
FOTU_5806	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Didymellaceae_1			Fungi-ZANF71,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria	88.024	81
FOTU_5807	Fungi_1	Ascomycota_1						Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	77.725	100
FOTU_5808									0	0
FOTU_5809	Rhizaria_1	Cercozoa_1							0	0
FOTU_5810	Fungi_1	Ascomycota_1	Sordariomycetes_1	Coniochaetales_1	Coniochaetaceae_1	Coniochaeta_1			0	0
FOTU_5811									0	0
FOTU_5812	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Bionectriaceae_1	Lasionectriopsis_1			0	0
FOTU_5813	Fungi_1	Basidiomycota_1	Agaricomycetes_1						0	0
FOTU_5814									0	0
FOTU_5815									0	0
FOTU_5816	Fungi_1	Ascomycota_1	Taphrinomycetes_1	Taphrinales_1	Taphrinaceae_1	Taphrina_1	Taphrina betulina 		0	0
FOTU_5817									0	0
FOTU_5818	Fungi_1	Zoopagomycota_1	Zoopagomycetes_1	Zoopagales_1	Piptocephalidaceae_1	Syncephalis_1	Syncephalis cornu 		0	0
FOTU_5819									0	0
FOTU_5820	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1	Erysiphaceae_1	Erysiphe_1			0	0
FOTU_5821	Fungi_1	Ascomycota_1	Dothideomycetes_1	Mycosphaerellales_1	Extremaceae_1	Paradevriesia_1	Paradevriesia americana 	Fungi-ZANF21,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zymoseptoria	80.976	100
FOTU_5822	Fungi_1	Blastocladiomycota_1							0	0
FOTU_5823	Fungi_1	Kickxellomycota_1							0	0
FOTU_5824	Fungi_1	Kickxellomycota_1							0	0
FOTU_5825									0	0
FOTU_5826	Fungi_1								0	0
FOTU_5827									0	0
FOTU_5828	Rhizaria_1	Cercozoa_1							0	0
FOTU_5829									0	0
FOTU_5830	Fungi_1	Chytridiomycota_1							0	0
FOTU_5831									0	0
FOTU_5832	Rhizaria_1	Cercozoa_1							0	0
FOTU_5833									0	0
FOTU_5834									0	0
FOTU_5835									0	0
FOTU_5836									0	0
FOTU_5837	Fungi_1	Basidiomycota_1	Malasseziomycetes_1	Malasseziales_1	Malasseziaceae_1	Malassezia_1	Malassezia globosa 		0	0
FOTU_5838	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_5839	Fungi_1	Chytridiomycota_1	Chytridiomycetes_1						0	0
FOTU_5840	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1	Pyronemataceae_1				0	0
FOTU_5841									0	0
FOTU_5842	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1	Helotiaceae_1	Scytalidium_1	Scytalidium aurantiacum 		0	0
FOTU_5843									0	0
FOTU_5844									0	0
FOTU_5845	Rhizaria_1	Cercozoa_1							0	0
FOTU_5846									0	0
FOTU_5847									0	0
FOTU_5848									0	0
FOTU_5849	Fungi_1	Chytridiomycota_1							0	0
FOTU_5850	Fungi_1	Monoblepharomycota_1							0	0
FOTU_5851	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Rhizophydiaceae_1	Rhizophydium_1	Rhizophydium globosum 		0	0
FOTU_5852	Fungi_1	Ascomycota_1							0	0
FOTU_5853									0	0
FOTU_5854	Fungi_1								0	0
FOTU_5855									0	0
FOTU_5856	Fungi_1	Ascomycota_1	Sordariomycetes_1	Xylariales_1	Cryptostroma_1	Cryptostroma corticale 			0	0
FOTU_5857									0	0
FOTU_5858	Fungi_1								0	0
FOTU_5859	Ichthyosporia_1								0	0
FOTU_5860									0	0
FOTU_5861	Fungi_1	Ascomycota_1	Gilmaniella_1	Gilmaniella humicola 					0	0
FOTU_5862									0	0
FOTU_5863									0	0
FOTU_5864	Fungi_1	Ascomycota_1	Saccharomycetes_1	Saccharomycetales_1	Nadsonia_1	Nadsonia starkeyi-henricii 			0	0
FOTU_5865	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Clavicipitaceae_1	Ustilaginoidea_1	Ustilaginoidea virens 		0	0
FOTU_5866									0	0
FOTU_5867	Rhizaria_1	Cercozoa_1							0	0
FOTU_5868									0	0
FOTU_5869									0	0
FOTU_5870									0	0
FOTU_5871	Fungi_1								0	0
FOTU_5872	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Alphamycetaceae_1	Betamyces_1			0	0
FOTU_5873	Fungi_1								0	0
FOTU_5874	Fungi_1								0	0
FOTU_5875									0	0
FOTU_5876	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Cantharellales_1	Ceratobasidiaceae_1				0	0
FOTU_5877	Rhizaria_1	Cercozoa_1							0	0
FOTU_5878	Fungi_1								0	0
FOTU_5879									0	0
FOTU_5880									0	0
FOTU_5881	Fungi_1	Kickxellomycota_1	Ramicandelaberomycetes_1	Ramicandelaberales_1	Ramicandelaberaceae_1	Ramicandelaber_1			0	0
FOTU_5882	Fungi_1	Rozellomycota_1							0	0
FOTU_5883									0	0
FOTU_5884	Fungi_1								0	0
FOTU_5885	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1					0	0
FOTU_5886									0	0
FOTU_5887									0	0
FOTU_5888	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_5889	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1				Fungi-ZANF71,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria	83.333	80
FOTU_5890	Fungi_1								0	0
FOTU_5891	Fungi_1	Rozellomycota_1							0	0
FOTU_5892									0	0
FOTU_5893									0	0
FOTU_5894	Fungi_1	Ascomycota_1							0	0
FOTU_5895	Fungi_1	Rozellomycota_1							0	0
FOTU_5896									0	0
FOTU_5897	Fungi_1	Ascomycota_1							0	0
FOTU_5898	Fungi_1	Ascomycota_1	Sordariomycetes_1	Chaetosphaeriales_1	Chaetosphaeriaceae_1	Chaetosphaeria_1			0	0
FOTU_5899	Fungi_1	Rozellomycota_1							0	0
FOTU_5900									0	0
FOTU_5901									0	0
FOTU_5902									0	0
FOTU_5903									0	0
FOTU_5904	Fungi_1								0	0
FOTU_5905	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1	Helotiaceae_1	Scytalidium_1	Scytalidium album 		0	0
FOTU_5906									0	0
FOTU_5907									0	0
FOTU_5908	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Trichocomaceae_1	Talaromyces_1	Talaromyces purpureogenus 	Fungi-CCHF13,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,s__Talaromyces_purpureogenus	96.500	100
FOTU_5909	Fungi_1								0	0
FOTU_5910									0	0
FOTU_5911	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Trichocomaceae_1	Talaromyces_1	Talaromyces subinflatus 		0	0
FOTU_5912	Rhizaria_1	Cercozoa_1							0	0
FOTU_5913	Fungi_1	Ascomycota_1	Dothideomycetes_1	Minutisphaerales_1	Minutisphaeraceae_1	Minutisphaera_1			0	0
FOTU_5914	Fungi_1	Ascomycota_1	Sordariomycetes_1	Diaporthales_1	Schizoparmaceae_1	Coniella_1			0	0
FOTU_5915	Fungi_1	Ascomycota_1	Sordariomycetes_1	Cephalothecales_1	Cephalothecaceae_1	Cephalotheca_1			0	0
FOTU_5916	Fungi_1	Ascomycota_1	Dothideomycetes_1	Mycosphaerellales_1	Mycosphaerellaceae_1			Fungi-ZANF21,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zymoseptoria	84.653	99
FOTU_5917	Rhizaria_1	Cercozoa_1							0	0
FOTU_5918									0	0
FOTU_5919	Fungi_1	Ascomycota_1	Dothideomycetes_1	Cladosporiales_1	Cladosporiaceae_1	Cladosporium_1	Cladosporium cladosporioides 	Fungi-ZANF35,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium	93.500	100
FOTU_5920	Rhizaria_1	Cercozoa_1							0	0
FOTU_5921									0	0
FOTU_5922									0	0
FOTU_5923	Ichthyosporia_1								0	0
FOTU_5924									0	0
FOTU_5925									0	0
FOTU_5926	Rhizaria_1	Cercozoa_1							0	0
FOTU_5927	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Trechisporales_1					0	0
FOTU_5928									0	0
FOTU_5929	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Neosetophoma_1			0	0
FOTU_5930									0	0
FOTU_5931	Rhizaria_1	Cercozoa_1							0	0
FOTU_5932	Fungi_1								0	0
FOTU_5933									0	0
FOTU_5934	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Hypocreaceae_1	Trichoderma_1	Trichoderma chromospermum 	Fungi-ZANF80,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma	87.333	75
FOTU_5935	Rhizaria_1	Cercozoa_1							0	0
FOTU_5936	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_5937	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Thermoascaceae_1	Paecilomyces_1	Paecilomyces maximus 		0	0
FOTU_5938	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Linnemannia_1	Linnemannia fatshederae 	Fungi-OEO_O302,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,s__Linnemannia_elongata	95.545	98
FOTU_5939	Fungi_1	Chytridiomycota_1							0	0
FOTU_5940	Rhizaria_1	Cercozoa_1							0	0
FOTU_5941	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Clavicipitaceae_1	Rotiferophthora_1			0	0
FOTU_5942									0	0
FOTU_5943									0	0
FOTU_5944	Fungi_1	Chytridiomycota_1							0	0
FOTU_5945	Fungi_1								0	0
FOTU_5946	Rhizaria_1	Cercozoa_1	Cercomonadida_1						0	0
FOTU_5947	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Sarocladiaceae_1	Sarocladium_1	Sarocladium glaucum 	Fungi-ZANF38,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sarocladium,s__Sarocladium_zeae	88.177	100
FOTU_5948									0	0
FOTU_5949	Rhizaria_1	Cercozoa_1							0	0
FOTU_5950	Fungi_1								0	0
FOTU_5951	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Cantharellales_1	Ceratobasidiaceae_1	Ceratobasidium_1			0	0
FOTU_5952									0	0
FOTU_5953									0	0
FOTU_5954									0	0
FOTU_5955	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1	Spizellomycetaceae_1				0	0
FOTU_5956	Fungi_1								0	0
FOTU_5957									0	0
FOTU_5958									0	0
FOTU_5959	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Russulales_1	Peniophoraceae_1				0	0
FOTU_5960	Fungi_1								0	0
FOTU_5961									0	0
FOTU_5962	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Psathyrellaceae_1	Coprinellus_1	Coprinellus disseminatus 		0	0
FOTU_5963									0	0
FOTU_5964									0	0
FOTU_5965	Fungi_1	Basidiomycota_1	Tremellomycetes_1	Tremellales_1					0	0
FOTU_5966									0	0
FOTU_5967	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Clavicipitaceae_1	Metacordyceps_1		Fungi-CCHF62,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,s__Talaromyces_purpureogenus	79.902	100
FOTU_5968									0	0
FOTU_5969	Rhizaria_1	Cercozoa_1							0	0
FOTU_5970	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_5971									0	0
FOTU_5972									0	0
FOTU_5973	Fungi_1	Chytridiomycota_1							0	0
FOTU_5974	Fungi_1	Ascomycota_1	Sordariomycetes_1	Xylariales_1	Hypoxylaceae_1	Daldinia_1	Daldinia vernicosa 		0	0
FOTU_5975	Fungi_1								0	0
FOTU_5976	Rhizaria_1	Cercozoa_1							0	0
FOTU_5977									0	0
FOTU_5978									0	0
FOTU_5979									0	0
FOTU_5980									0	0
FOTU_5981	Fungi_1								0	0
FOTU_5982									0	0
FOTU_5983	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Neosetophoma_1			0	0
FOTU_5984	Fungi_1	Chytridiomycota_1							0	0
FOTU_5985									0	0
FOTU_5986									0	0
FOTU_5987	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Geastrales_1	Geastraceae_1	Geastrum_1			0	0
FOTU_5988	Fungi_1	Ascomycota_1	Sordariomycetes_1	Branch06_1					0	0
FOTU_5989									0	0
FOTU_5990									0	0
FOTU_5991	Fungi_1								0	0
FOTU_5992									0	0
FOTU_5993	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Torulaceae_1	Torula_1			0	0
FOTU_5994	Fungi_1								0	0
FOTU_5995									0	0
FOTU_5996									0	0
FOTU_5997	Rhizaria_1	Cercozoa_1							0	0
FOTU_5998									0	0
FOTU_5999									0	0
FOTU_6000	Fungi_1							Fungi-ZANF49,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_equiseti	95.000	100
FOTU_6001	Rhizaria_1	Cercozoa_1							0	0
FOTU_6002	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Pleurotaceae_1	Nematoctonus_1			0	0
FOTU_6003									0	0
FOTU_6004									0	0
FOTU_6005	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_6006									0	0
FOTU_6007									0	0
FOTU_6008	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1					0	0
FOTU_6009	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Phaeosphaeriopsis_1		Fungi-ZANF81,p__Ascomycota,c__Dothideomycetes,o__Pleosporales	93.064	85
FOTU_6010									0	0
FOTU_6011	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Polyporales_1	Podoscyphaceae_1	Hypochnicium_1	Hypochnicium cremicolor 		0	0
FOTU_6012									0	0
FOTU_6013									0	0
FOTU_6014	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Hymenochaetales_1	Schizoporaceae_1				0	0
FOTU_6015									0	0
FOTU_6016	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1			Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	92.040	100
FOTU_6017	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1	Herpotrichiellaceae_1	Cladophialophora_1			0	0
FOTU_6018									0	0
FOTU_6019									0	0
FOTU_6020	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_6021									0	0
FOTU_6022									0	0
FOTU_6023									0	0
