vsearch v2.22.1_linux_x86_64, 1007.5GB RAM, 128 cores
vsearch -fastq_stats trimmed/trimmed.fastq -log stats/stats_results.txt
Started  Tue Jan 23 20:56:16 2024

Read length distribution
      L           N      Pct   AccPct
-------  ----------  -------  -------
>=  518           1     0.0%     0.0%
  458     1145     1034      840      453    0.02%    0.02%    0.01%    0.01%
  457     1718     1548     1261      704    0.03%    0.03%    0.02%    0.01%
  456     2329     2093     1704      964    0.04%    0.04%    0.03%    0.02%
  455     2810     2541     2078     1201    0.05%    0.04%    0.04%    0.02%
  454     2898     2621     2146     1244    0.05%    0.05%    0.04%    0.02%
  453     2911     2633     2157     1256    0.05%    0.05%    0.04%    0.02%
  452     2935     2652     2173     1269    0.05%    0.05%    0.04%    0.02%
  451     2945     2660     2184     1279    0.05%    0.05%    0.04%    0.02%
  450     3060     2760     2249     1313    0.05%    0.05%    0.04%    0.02%
  449     3221     2910     2367     1374    0.06%    0.05%    0.04%    0.02%
  448     3377     3050     2484     1442    0.06%    0.05%    0.04%    0.02%
  447     3589     3240     2647     1554    0.06%    0.06%    0.05%    0.03%
  446     3822     3449     2822     1657    0.07%    0.06%    0.05%    0.03%
  445     4015     3626     2964     1752    0.07%    0.06%    0.05%    0.03%
  444     4057     3665     3000     1772    0.07%    0.06%    0.05%    0.03%
  443     4065     3674     3009     1780    0.07%    0.06%    0.05%    0.03%
  442     4075     3683     3017     1791    0.07%    0.06%    0.05%    0.03%
  441     4088     3697     3030     1801    0.07%    0.06%    0.05%    0.03%
  440     4103     3711     3041     1813    0.07%    0.06%    0.05%    0.03%
  439     4110     3718     3051     1822    0.07%    0.06%    0.05%    0.03%
  438     4125     3732     3062     1830    0.07%    0.06%    0.05%    0.03%
  437     4138     3746     3075     1837    0.07%    0.06%    0.05%    0.03%
  436     4155     3761     3089     1847    0.07%    0.06%    0.05%    0.03%
  435     4158     3764     3091     1851    0.07%    0.06%    0.05%    0.03%
  434     4160     3769     3100     1856    0.07%    0.06%    0.05%    0.03%
  433     4164     3770     3102     1860    0.07%    0.06%    0.05%    0.03%
  432     4165     3771     3103     1861    0.07%    0.06%    0.05%    0.03%
  431     4166     3773     3104     1863    0.07%    0.06%    0.05%    0.03%
  430     4166     3773     3108     1868    0.07%    0.06%    0.05%    0.03%
  429     4166     3778     3114     1876    0.07%    0.06%    0.05%    0.03%
  428     4166     3779     3115     1880    0.07%    0.06%    0.05%    0.03%
  427     4171     3784     3120     1886    0.07%    0.07%    0.05%    0.03%
  426     4178     3794     3129     1903    0.07%    0.07%    0.05%    0.03%
  425     4185     3804     3135     1907    0.07%    0.07%    0.05%    0.03%
  424     4189     3808     3143     1912    0.07%    0.07%    0.05%    0.03%
  423     4190     3811     3147     1913    0.07%    0.07%    0.05%    0.03%
  422     4190     3812     3151     1916    0.07%    0.07%    0.05%    0.03%
  421     4190     3813     3151     1919    0.07%    0.07%    0.05%    0.03%
  420     4193     3816     3156     1923    0.07%    0.07%    0.05%    0.03%
  419     4196     3830     3173     1943    0.07%    0.07%    0.05%    0.03%
  418     4204     3838     3178     1945    0.07%    0.07%    0.05%    0.03%
  417     4204     3839     3179     1946    0.07%    0.07%    0.05%    0.03%
  416     4206     3841     3182     1946    0.07%    0.07%    0.05%    0.03%
  415     4207     3841     3182     1950    0.07%    0.07%    0.05%    0.03%
  414     4211     3841     3184     1952    0.07%    0.07%    0.05%    0.03%
  413     4214     3845     3194     1963    0.07%    0.07%    0.05%    0.03%
  412     4219     3854     3206     1999    0.07%    0.07%    0.06%    0.03%
  411     4221     3861     3216     2020    0.07%    0.07%    0.06%    0.03%
  410     4222     3867     3223     2025    0.07%    0.07%    0.06%    0.03%
  409     4227     3872     3231     2031    0.07%    0.07%    0.06%    0.03%
  408     4229     3876     3242     2037    0.07%    0.07%    0.06%    0.04%
  407     4231     3877     3245     2038    0.07%    0.07%    0.06%    0.04%
  406     4234     3879     3248     2040    0.07%    0.07%    0.06%    0.04%
  405     4236     3881     3251     2042    0.07%    0.07%    0.06%    0.04%
  404     4237     3884     3255     2045    0.07%    0.07%    0.06%    0.04%
  403     4238     3886     3260     2050    0.07%    0.07%    0.06%    0.04%
  402     4241     3890     3268     2072    0.07%    0.07%    0.06%    0.04%
  401     4244     3893     3271     2088    0.07%    0.07%    0.06%    0.04%
  400     4245     3895     3275     2089    0.07%    0.07%    0.06%    0.04%
  399     4247     3898     3279     2092    0.07%    0.07%    0.06%    0.04%
  398     4250     3902     3287     2104    0.07%    0.07%    0.06%    0.04%
  397     4251     3904     3289     2110    0.07%    0.07%    0.06%    0.04%
  396     4253     3906     3294     2112    0.07%    0.07%    0.06%    0.04%
  395     4261     3916     3306     2133    0.07%    0.07%    0.06%    0.04%
  394     4267     3924     3319     2147    0.07%    0.07%    0.06%    0.04%
  393     4272     3928     3328     2154    0.07%    0.07%    0.06%    0.04%
  392     4276     3932     3333     2163    0.07%    0.07%    0.06%    0.04%
  391     4284     3939     3343     2169    0.07%    0.07%    0.06%    0.04%
  390     4290     3946     3347     2173    0.07%    0.07%    0.06%    0.04%
  389     4294     3950     3352     2179    0.07%    0.07%    0.06%    0.04%
  388     4297     3954     3356     2188    0.07%    0.07%    0.06%    0.04%
  387     4300     3956     3356     2191    0.07%    0.07%    0.06%    0.04%
  386     4301     3960     3370     2211    0.07%    0.07%    0.06%    0.04%
  385     4304     3963     3375     2216    0.07%    0.07%    0.06%    0.04%
  384     4305     3965     3381     2221    0.07%    0.07%    0.06%    0.04%
  383     4305     3965     3384     2223    0.07%    0.07%    0.06%    0.04%
  382     4308     3965     3385     2224    0.07%    0.07%    0.06%    0.04%
  381     4312     3970     3388     2226    0.07%    0.07%    0.06%    0.04%
  380     4312     3972     3391     2227    0.07%    0.07%    0.06%    0.04%
  379     4314     3975     3396     2237    0.07%    0.07%    0.06%    0.04%
  378     4316     3978     3397     2239    0.07%    0.07%    0.06%    0.04%
  377     4317     3978     3398     2239    0.07%    0.07%    0.06%    0.04%
  376     4318     3979     3402     2246    0.07%    0.07%    0.06%    0.04%
  375     4324     3984     3403     2253    0.07%    0.07%    0.06%    0.04%
  374     4327     3987     3409     2255    0.07%    0.07%    0.06%    0.04%
  373     4328     3988     3409     2258    0.07%    0.07%    0.06%    0.04%
  372     4329     3988     3411     2261    0.07%    0.07%    0.06%    0.04%
  371     4330     3989     3414     2264    0.07%    0.07%    0.06%    0.04%
  370     4334     3993     3420     2269    0.07%    0.07%    0.06%    0.04%
  369     4334     3996     3425     2271    0.07%    0.07%    0.06%    0.04%
  368     4335     3997     3425     2271    0.07%    0.07%    0.06%    0.04%
  367     4338     4001     3428     2276    0.07%    0.07%    0.06%    0.04%
  366     4341     4003     3431     2278    0.07%    0.07%    0.06%    0.04%
  365     4342     4003     3434     2281    0.07%    0.07%    0.06%    0.04%
  364     4343     4003     3434     2283    0.07%    0.07%    0.06%    0.04%
  363     4345     4006     3442     2320    0.07%    0.07%    0.06%    0.04%
  362     4346     4012     3459     2350    0.07%    0.07%    0.06%    0.04%
  361     4349     4014     3463     2355    0.07%    0.07%    0.06%    0.04%
  360     4353     4018     3469     2363    0.07%    0.07%    0.06%    0.04%
  359     4357     4028     3475     2369    0.07%    0.07%    0.06%    0.04%
  358     4360     4030     3478     2372    0.07%    0.07%    0.06%    0.04%
  357     4361     4033     3480     2375    0.07%    0.07%    0.06%    0.04%
  356     4361     4033     3486     2377    0.07%    0.07%    0.06%    0.04%
  355     4363     4034     3488     2379    0.07%    0.07%    0.06%    0.04%
  354     4366     4036     3491     2380    0.08%    0.07%    0.06%    0.04%
  353     4368     4038     3494     2381    0.08%    0.07%    0.06%    0.04%
  352     4371     4041     3497     2394    0.08%    0.07%    0.06%    0.04%
  351     4373     4044     3498     2399    0.08%    0.07%    0.06%    0.04%
  350     4377     4046     3505     2402    0.08%    0.07%    0.06%    0.04%
  349     4385     4052     3518     2411    0.08%    0.07%    0.06%    0.04%
  348     4407     4066     3532     2426    0.08%    0.07%    0.06%    0.04%
  347     4437     4095     3559     2445    0.08%    0.07%    0.06%    0.04%
  346     4459     4117     3579     2460    0.08%    0.07%    0.06%    0.04%
  345     4491     4145     3604     2477    0.08%    0.07%    0.06%    0.04%
  344     4526     4171     3629     2499    0.08%    0.07%    0.06%    0.04%
  343     4554     4196     3653     2516    0.08%    0.07%    0.06%    0.04%
  342     4570     4207     3664     2525    0.08%    0.07%    0.06%    0.04%
  341     4573     4210     3668     2525    0.08%    0.07%    0.06%    0.04%
  340     4579     4219     3672     2529    0.08%    0.07%    0.06%    0.04%
  339     4597     4235     3691     2549    0.08%    0.07%    0.06%    0.04%
  338     4661     4295     3747     2588    0.08%    0.07%    0.06%    0.04%
  337     4752     4386     3831     2656    0.08%    0.08%    0.07%    0.05%
  336     4856     4485     3925     2744    0.08%    0.08%    0.07%    0.05%
  335     4989     4615     4044     2848    0.09%    0.08%    0.07%    0.05%
  334     5126     4746     4156     2941    0.09%    0.08%    0.07%    0.05%
  333     5262     4877     4275     3047    0.09%    0.08%    0.07%    0.05%
  332     5296     4909     4302     3075    0.09%    0.08%    0.07%    0.05%
  331     5340     4945     4339     3107    0.09%    0.08%    0.07%    0.05%
  330     5389     4994     4380     3140    0.09%    0.09%    0.08%    0.05%
  329     5417     5018     4410     3171    0.09%    0.09%    0.08%    0.05%
  328     5430     5030     4420     3179    0.09%    0.09%    0.08%    0.05%
  327     5439     5037     4430     3189    0.09%    0.09%    0.08%    0.05%
  326     5445     5042     4437     3195    0.09%    0.09%    0.08%    0.05%
  325     5449     5048     4441     3202    0.09%    0.09%    0.08%    0.06%
  324     5452     5053     4454     3207    0.09%    0.09%    0.08%    0.06%
  323     5458     5055     4456     3209    0.09%    0.09%    0.08%    0.06%
  322     5462     5066     4463     3223    0.09%    0.09%    0.08%    0.06%
  321     5463     5068     4466     3225    0.09%    0.09%    0.08%    0.06%
  320     5469     5080     4474     3228    0.09%    0.09%    0.08%    0.06%
  319     5475     5087     4480     3235    0.09%    0.09%    0.08%    0.06%
  318     5494     5108     4500     3251    0.09%    0.09%    0.08%    0.06%
  317     5519     5131     4520     3277    0.09%    0.09%    0.08%    0.06%
  316     5538     5151     4541     3299    0.10%    0.09%    0.08%    0.06%
  315     5573     5178     4569     3325    0.10%    0.09%    0.08%    0.06%
  314     5602     5208     4595     3346    0.10%    0.09%    0.08%    0.06%
  313     5634     5245     4636     3370    0.10%    0.09%    0.08%    0.06%
  312     5670     5289     4678     3424    0.10%    0.09%    0.08%    0.06%
  311     5715     5333     4717     3464    0.10%    0.09%    0.08%    0.06%
  310     5810     5423     4804     3538    0.10%    0.09%    0.08%    0.06%
  309     5961     5566     4940     3647    0.10%    0.10%    0.08%    0.06%
  308     6103     5704     5078     3763    0.10%    0.10%    0.09%    0.06%
  307     6299     5892     5255     3930    0.11%    0.10%    0.09%    0.07%
  306     6509     6097     5452     4107    0.11%    0.10%    0.09%    0.07%
  305     6958     6539     5872     4470    0.12%    0.11%    0.10%    0.08%
  304     7552     7131     6455     5011    0.13%    0.12%    0.11%    0.09%
  303     9184     8728     7963     6362    0.16%    0.15%    0.14%    0.11%
  302    11744    11268    10411     8662    0.20%    0.19%    0.18%    0.15%
  301    14136    13636    12667    10777    0.24%    0.23%    0.22%    0.19%
  300    17055    16535    15499    13459    0.29%    0.28%    0.27%    0.23%
  299    19972    19434    18312    16121    0.34%    0.33%    0.31%    0.28%
  298    22449    21889    20693    18365    0.39%    0.38%    0.36%    0.32%
  297    23002    22444    21247    18897    0.40%    0.39%    0.37%    0.32%
  296    23274    22718    21516    19163    0.40%    0.39%    0.37%    0.33%
  295    23374    22820    21615    19268    0.40%    0.39%    0.37%    0.33%
  294    23434    22884    21682    19356    0.40%    0.39%    0.37%    0.33%
  293    23505    22952    21753    19447    0.40%    0.39%    0.37%    0.33%
  292    23555    23005    21807    19508    0.40%    0.40%    0.37%    0.34%
  291    23619    23076    21882    19593    0.41%    0.40%    0.38%    0.34%
  290    23684    23143    21955    19684    0.41%    0.40%    0.38%    0.34%
  289    23754    23225    22029    19761    0.41%    0.40%    0.38%    0.34%
  288    24386    23849    22610    20267    0.42%    0.41%    0.39%    0.35%
  287    26261    25694    24321    21823    0.45%    0.44%    0.42%    0.38%
  286    56108    54944    52125    47324    0.96%    0.94%    0.90%    0.81%
  285   587388   574555   543816   498025   10.10%    9.88%    9.35%    8.56%
  284  1479496  1453785  1393745  1301767   25.43%   24.99%   23.96%   22.38%
  283  2267244  2231830  2150303  2024858   38.97%   38.36%   36.96%   34.80%
  282  3300855  3253397  3144799  2977690   56.74%   55.92%   54.05%   51.18%
  281  4499504  4438477  4300198  4089308   77.34%   76.29%   73.91%   70.29%
  280  5528511  5454268  5280670  5023495   95.03%   93.75%   90.77%   86.35%
  279  5702895  5626780  5447632  5184256   98.02%   96.72%   93.64%   89.11%
  278  5731726  5655928  5476459  5215159   98.52%   97.22%   94.13%   89.64%
  277  5758034  5682746  5503244  5246568   98.97%   97.68%   94.59%   90.18%
  276  5768411  5694188  5515173  5269711   99.15%   97.87%   94.80%   90.58%
  275  5772216  5699044  5520416  5287049   99.22%   97.96%   94.89%   90.88%
  274  5774241  5701621  5523316  5293445   99.25%   98.00%   94.94%   90.99%
  273  5775675  5703446  5525384  5298171   99.28%   98.03%   94.97%   91.07%
  272  5776689  5705190  5527620  5304611   99.29%   98.06%   95.01%   91.18%
  271  5777624  5707456  5531318  5317729   99.31%   98.10%   95.08%   91.40%
  270  5778357  5709441  5534476  5330326   99.32%   98.14%   95.13%   91.62%
  269  5778709  5710146  5535809  5334309   99.33%   98.15%   95.15%   91.69%
  268  5779120  5711137  5538234  5340701   99.33%   98.17%   95.19%   91.80%
  267  5779443  5712029  5540643  5349234   99.34%   98.18%   95.24%   91.95%
  266  5779584  5712419  5541685  5351459   99.34%   98.19%   95.25%   91.98%
  265  5779936  5714060  5546690  5359408   99.35%   98.22%   95.34%   92.12%
  264  5780300  5716778  5557365  5377378   99.35%   98.26%   95.52%   92.43%
  263  5780392  5717143  5558405  5379168   99.36%   98.27%   95.54%   92.46%
  262  5780480  5717460  5559059  5380361   99.36%   98.27%   95.55%   92.48%
  261  5780743  5718484  5561232  5384004   99.36%   98.29%   95.59%   92.54%
  260  5780985  5719428  5563296  5387322   99.37%   98.31%   95.62%   92.60%
  259  5781882  5723961  5580690  5425669   99.38%   98.39%   95.92%   93.26%
  258  5782479  5724814  5582234  5428089   99.39%   98.40%   95.95%   93.30%
  257  5782972  5725439  5582960  5429007   99.40%   98.41%   95.96%   93.32%
  256  5783668  5726254  5583889  5430110   99.41%   98.43%   95.98%   93.34%
  255  5784659  5727564  5585646  5432449   99.43%   98.45%   96.01%   93.38%
  254  5785897  5729925  5590047  5438598   99.45%   98.49%   96.08%   93.48%
  253  5786512  5730817  5591415  5440232   99.46%   98.50%   96.11%   93.51%
  252  5787117  5731634  5592458  5441595   99.47%   98.52%   96.13%   93.53%
  251  5787729  5732500  5593804  5443425   99.48%   98.53%   96.15%   93.56%
  250  5788383  5733474  5595141  5446824   99.49%   98.55%   96.17%   93.62%
  249  5788861  5734202  5596479  5448938   99.50%   98.56%   96.20%   93.66%
  248  5789218  5734852  5597564  5450967   99.51%   98.57%   96.21%   93.69%
  247  5789352  5735198  5598209  5451895   99.51%   98.58%   96.23%   93.71%
  246  5789563  5735699  5599225  5453247   99.51%   98.59%   96.24%   93.73%
  245  5789781  5736352  5600502  5455099   99.52%   98.60%   96.26%   93.77%
  244  5789908  5736712  5601214  5456027   99.52%   98.61%   96.28%   93.78%
  243  5790203  5737600  5603106  5458480   99.53%   98.62%   96.31%   93.82%
  242  5790252  5737750  5603422  5459057   99.53%   98.62%   96.31%   93.83%
  241  5790304  5737900  5603763  5460157   99.53%   98.63%   96.32%   93.85%
  240  5790352  5738026  5604043  5460762   99.53%   98.63%   96.33%   93.86%
  239  5790413  5738252  5604635  5462149   99.53%   98.63%   96.34%   93.89%
  238  5790620  5739522  5608706  5469360   99.53%   98.65%   96.41%   94.01%
  237  5790787  5740183  5610772  5472832   99.54%   98.67%   96.44%   94.07%
  236  5790877  5740501  5611419  5474017   99.54%   98.67%   96.45%   94.09%
  235  5790949  5740703  5611867  5475108   99.54%   98.67%   96.46%   94.11%
  234  5791180  5741292  5613121  5476899   99.54%   98.68%   96.48%   94.14%
  233  5791494  5742263  5614962  5479747   99.55%   98.70%   96.51%   94.19%
  232  5791698  5742657  5615784  5480966   99.55%   98.71%   96.53%   94.21%
  231  5791860  5742884  5616165  5481726   99.55%   98.71%   96.53%   94.22%
  230  5792149  5743471  5617331  5483409   99.56%   98.72%   96.55%   94.25%
  229  5792381  5744019  5618498  5485174   99.56%   98.73%   96.57%   94.28%
  228  5792607  5744885  5621147  5489378   99.57%   98.75%   96.62%   94.35%
  227  5792695  5745171  5621658  5490292   99.57%   98.75%   96.63%   94.37%
  226  5792796  5745575  5622732  5492081   99.57%   98.76%   96.65%   94.40%
  225  5792949  5746082  5623765  5493496   99.57%   98.77%   96.66%   94.43%
  224  5793038  5746322  5624288  5494397   99.57%   98.77%   96.67%   94.44%
  223  5793143  5746728  5625410  5496539   99.58%   98.78%   96.69%   94.48%
  222  5793274  5746986  5625866  5497267   99.58%   98.78%   96.70%   94.49%
  221  5793434  5747283  5626499  5498395   99.58%   98.79%   96.71%   94.51%
  220  5793560  5747490  5626854  5499042   99.58%   98.79%   96.72%   94.52%
  219  5793709  5747747  5627232  5499630   99.59%   98.80%   96.72%   94.53%
  218  5793866  5748080  5627924  5500783   99.59%   98.80%   96.74%   94.55%
  217  5793997  5748352  5628444  5501724   99.59%   98.81%   96.74%   94.57%
  216  5794054  5748509  5628710  5502222   99.59%   98.81%   96.75%   94.58%
  215  5794115  5748705  5629102  5502945   99.59%   98.81%   96.76%   94.59%
  214  5794181  5748900  5629579  5503777   99.59%   98.82%   96.76%   94.60%
  213  5794272  5749187  5630250  5504957   99.60%   98.82%   96.78%   94.62%
  212  5794345  5749630  5632000  5508252   99.60%   98.83%   96.81%   94.68%
  211  5794451  5750319  5635248  5514626   99.60%   98.84%   96.86%   94.79%
  210  5794523  5750602  5636304  5516622   99.60%   98.84%   96.88%   94.82%
  209  5794660  5751433  5639752  5523054   99.60%   98.86%   96.94%   94.93%
  208  5794692  5751588  5640199  5523945   99.60%   98.86%   96.95%   94.95%
  207  5794726  5751730  5640508  5524522   99.60%   98.86%   96.95%   94.96%
  206  5794784  5752091  5642060  5527470   99.60%   98.87%   96.98%   95.01%
  205  5794809  5752180  5642303  5527943   99.60%   98.87%   96.98%   95.02%
  204  5794894  5752453  5642920  5528971   99.61%   98.88%   96.99%   95.04%
  203  5794972  5752694  5643624  5530218   99.61%   98.88%   97.01%   95.06%
  202  5795093  5754530  5651928  5543465   99.61%   98.91%   97.15%   95.28%
  201  5795152  5754961  5653766  5546434   99.61%   98.92%   97.18%   95.34%
  200  5795209  5755119  5654069  5546983   99.61%   98.92%   97.19%   95.34%
  199  5795252  5755266  5654366  5547552   99.61%   98.92%   97.19%   95.35%
  198  5795447  5755556  5654794  5548266   99.62%   98.93%   97.20%   95.37%
  197  5795701  5755859  5655168  5548892   99.62%   98.93%   97.20%   95.38%
  196  5795905  5756172  5655648  5549623   99.62%   98.94%   97.21%   95.39%
  195  5796232  5756718  5656547  5551060   99.63%   98.95%   97.23%   95.41%
  194  5796563  5757297  5657427  5552445   99.63%   98.96%   97.24%   95.44%
  193  5796856  5757641  5657833  5553040   99.64%   98.97%   97.25%   95.45%
  192  5796941  5757791  5658150  5553601   99.64%   98.97%   97.26%   95.46%
  191  5796954  5757866  5658306  5553966   99.64%   98.97%   97.26%   95.46%
  190  5797018  5758124  5658829  5554892   99.64%   98.97%   97.27%   95.48%
  189  5797083  5758516  5660211  5557601   99.64%   98.98%   97.29%   95.53%
  188  5797140  5758696  5660623  5558407   99.64%   98.98%   97.30%   95.54%
  187  5797217  5758958  5661184  5559474   99.65%   98.99%   97.31%   95.56%
  186  5797250  5759117  5661507  5560152   99.65%   98.99%   97.31%   95.57%
  185  5797332  5759471  5662153  5561362   99.65%   99.00%   97.32%   95.59%
  184  5797406  5759731  5662669  5562300   99.65%   99.00%   97.33%   95.61%
  183  5797492  5760152  5663388  5563860   99.65%   99.01%   97.35%   95.63%
  182  5797555  5760405  5663807  5564641   99.65%   99.01%   97.35%   95.65%
  181  5797582  5760518  5664048  5565123   99.65%   99.01%   97.36%   95.66%
  180  5797638  5760604  5664203  5565389   99.65%   99.02%   97.36%   95.66%
  179  5797702  5760746  5664440  5565853   99.65%   99.02%   97.36%   95.67%
  178  5797795  5761060  5664945  5566740   99.66%   99.02%   97.37%   95.68%
  177  5797885  5761307  5665397  5567491   99.66%   99.03%   97.38%   95.70%
  176  5797985  5761599  5666025  5568475   99.66%   99.03%   97.39%   95.71%
  175  5798132  5762269  5668236  5572304   99.66%   99.05%   97.43%   95.78%
  174  5798218  5762825  5669970  5575336   99.66%   99.05%   97.46%   95.83%
  173  5798288  5763238  5671055  5577150   99.66%   99.06%   97.48%   95.86%
  172  5798347  5763488  5671430  5577818   99.67%   99.07%   97.48%   95.87%
  171  5798416  5763721  5671784  5578413   99.67%   99.07%   97.49%   95.88%
  170  5798521  5763971  5672195  5579100   99.67%   99.07%   97.50%   95.90%
  169  5798555  5764042  5672355  5579406   99.67%   99.08%   97.50%   95.90%
  168  5798595  5764137  5672629  5579953   99.67%   99.08%   97.50%   95.91%
  167  5798645  5764284  5672934  5580489   99.67%   99.08%   97.51%   95.92%
  166  5798671  5764410  5673155  5580886   99.67%   99.08%   97.51%   95.93%
  165  5798706  5764584  5673383  5581298   99.67%   99.08%   97.52%   95.93%
  164  5798773  5764804  5673638  5581740   99.67%   99.09%   97.52%   95.94%
  163  5798819  5765038  5673914  5582235   99.67%   99.09%   97.53%   95.95%
  162  5798852  5765250  5674192  5582727   99.67%   99.10%   97.53%   95.96%
  161  5798898  5765516  5674550  5583322   99.67%   99.10%   97.54%   95.97%
  160  5798932  5765645  5674837  5583881   99.68%   99.10%   97.54%   95.98%
  159  5798958  5765726  5675063  5584309   99.68%   99.10%   97.55%   95.99%
  158  5799008  5765950  5675700  5585491   99.68%   99.11%   97.56%   96.01%
  157  5799024  5766008  5675876  5585892   99.68%   99.11%   97.56%   96.01%
  156  5799062  5766162  5676148  5586382   99.68%   99.11%   97.56%   96.02%
  155  5799167  5766648  5676900  5587744   99.68%   99.12%   97.58%   96.05%
  154  5799193  5766775  5677078  5588067   99.68%   99.12%   97.58%   96.05%
  153  5799260  5767163  5677609  5589031   99.68%   99.13%   97.59%   96.07%
  152  5799320  5767452  5678075  5589898   99.68%   99.13%   97.60%   96.08%
  151  5799328  5767567  5678307  5590326   99.68%   99.14%   97.60%   96.09%
  150  5799372  5767844  5679090  5591697   99.68%   99.14%   97.62%   96.11%
  149  5799401  5767961  5679362  5592199   99.68%   99.14%   97.62%   96.12%
  148  5799499  5768452  5680236  5593619   99.68%   99.15%   97.64%   96.15%
  147  5799606  5769108  5681740  5596109   99.69%   99.16%   97.66%   96.19%
  146  5799682  5769418  5682232  5596975   99.69%   99.17%   97.67%   96.20%
  145  5799762  5769790  5682783  5597935   99.69%   99.17%   97.68%   96.22%
  144  5799819  5770117  5683210  5598664   99.69%   99.18%   97.69%   96.23%
  143  5799863  5770376  5683615  5599316   99.69%   99.18%   97.69%   96.24%
  142  5799907  5770589  5683967  5599967   99.69%   99.19%   97.70%   96.26%
  141  5799930  5770716  5684195  5600374   99.69%   99.19%   97.70%   96.26%
  140  5799951  5770813  5684353  5600702   99.69%   99.19%   97.71%   96.27%
  139  5799978  5770941  5684574  5601112   99.69%   99.19%   97.71%   96.28%
  138  5800036  5771157  5684920  5601664   99.69%   99.20%   97.72%   96.28%
  137  5800100  5771388  5685216  5602138   99.70%   99.20%   97.72%   96.29%
  136  5800194  5771693  5685629  5602844   99.70%   99.21%   97.73%   96.30%
  135  5800301  5772027  5686047  5603624   99.70%   99.21%   97.73%   96.32%
  134  5800574  5772645  5686858  5604837   99.70%   99.22%   97.75%   96.34%
  133  5801448  5773589  5687804  5605925   99.72%   99.24%   97.77%   96.36%
  132  5802376  5774553  5688796  5606999   99.73%   99.26%   97.78%   96.38%
  131  5803403  5775778  5690085  5608521   99.75%   99.28%   97.80%   96.40%
  130  5805124  5777530  5691856  5610379   99.78%   99.31%   97.83%   96.43%
  129  5806916  5779643  5694088  5613005   99.81%   99.34%   97.87%   96.48%
  128  5808122  5781252  5696074  5615752   99.83%   99.37%   97.91%   96.53%
  127  5808398  5781706  5696893  5617005   99.84%   99.38%   97.92%   96.55%
  126  5808514  5782031  5697540  5618097   99.84%   99.38%   97.93%   96.57%
  125  5808629  5782392  5698130  5619065   99.84%   99.39%   97.94%   96.58%
  124  5808728  5782773  5698805  5620243   99.84%   99.40%   97.95%   96.60%
  123  5808789  5783010  5699187  5620931   99.84%   99.40%   97.96%   96.62%
  122  5808833  5783145  5699431  5621414   99.85%   99.40%   97.96%   96.62%
  121  5808990  5783459  5699963  5622200   99.85%   99.41%   97.97%   96.64%
  120  5809018  5783558  5700174  5622570   99.85%   99.41%   97.98%   96.64%
  119  5809098  5783814  5700650  5623434   99.85%   99.42%   97.99%   96.66%
  118  5809155  5784045  5701004  5624108   99.85%   99.42%   97.99%   96.67%
  117  5809192  5784233  5701254  5624579   99.85%   99.42%   98.00%   96.68%
  116  5809251  5784515  5701605  5625212   99.85%   99.43%   98.00%   96.69%
  115  5809311  5784844  5702012  5625867   99.85%   99.43%   98.01%   96.70%
  114  5809374  5785182  5702450  5626575   99.85%   99.44%   98.02%   96.71%
  113  5809430  5785494  5702845  5627265   99.86%   99.44%   98.02%   96.72%
  112  5809480  5785827  5703276  5627982   99.86%   99.45%   98.03%   96.74%
  111  5809512  5785989  5703525  5628454   99.86%   99.45%   98.04%   96.74%
  110  5809547  5786180  5703856  5628970   99.86%   99.46%   98.04%   96.75%
  109  5809580  5786295  5704008  5629261   99.86%   99.46%   98.04%   96.76%
  108  5809592  5786392  5704201  5629630   99.86%   99.46%   98.05%   96.77%
  107  5809646  5786683  5704645  5630344   99.86%   99.46%   98.05%   96.78%
  106  5809679  5786987  5705136  5631134   99.86%   99.47%   98.06%   96.79%
  105  5809707  5787130  5705360  5631527   99.86%   99.47%   98.07%   96.80%
  104  5809784  5787567  5706032  5632647   99.86%   99.48%   98.08%   96.82%
  103  5809827  5787869  5706551  5633560   99.86%   99.49%   98.09%   96.83%
  102  5809904  5788354  5707390  5635038   99.86%   99.49%   98.10%   96.86%
  101  5810006  5789511  5711435  5642420   99.87%   99.51%   98.17%   96.99%
  100  5810026  5789685  5711873  5643231   99.87%   99.52%   98.18%   97.00%
   99  5810070  5789881  5712204  5643821   99.87%   99.52%   98.18%   97.01%
   98  5810113  5790084  5712548  5644418   99.87%   99.52%   98.19%   97.02%
   97  5810178  5790352  5713189  5645626   99.87%   99.53%   98.20%   97.04%
   96  5810221  5790598  5713584  5646326   99.87%   99.53%   98.21%   97.05%
   95  5810267  5790893  5714078  5647092   99.87%   99.54%   98.22%   97.07%
   94  5810304  5791179  5714652  5648074   99.87%   99.54%   98.23%   97.08%
   93  5810342  5791394  5715082  5648888   99.87%   99.55%   98.23%   97.10%
   92  5810398  5791794  5715704  5649946   99.87%   99.55%   98.24%   97.11%
   91  5810448  5792113  5716260  5650890   99.87%   99.56%   98.25%   97.13%
   90  5810498  5792416  5716828  5651893   99.87%   99.56%   98.26%   97.15%
   89  5810521  5792614  5717363  5653128   99.87%   99.57%   98.27%   97.17%
   88  5810535  5792719  5717633  5653634   99.87%   99.57%   98.28%   97.18%
   87  5810554  5792890  5718126  5654476   99.88%   99.57%   98.29%   97.19%
   86  5810627  5793427  5719381  5656867   99.88%   99.58%   98.31%   97.23%
