OTU,Kingdom,Phylum,Class,Order,Family ,Genus
BOTU_1837,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured
BOTU_1790,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
BOTU_1776,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,unidentified
BOTU_1839,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
BOTU_1819,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,unidentified,unidentified
BOTU_1827,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
BOTU_1861,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_1797,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,Subgroup_7,Subgroup_7
BOTU_1867,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured
BOTU_1834,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae
BOTU_1826,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
BOTU_1868,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified
BOTU_1846,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
BOTU_1812,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured
BOTU_1818,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,24-Nov,24-Nov
BOTU_1836,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured_bacterium
BOTU_1876,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Paludisphaera
BOTU_1820,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_1736,Bacteria,Firmicutes,Clostridia,Clostridia,Gracilibacteraceae,unidentified
BOTU_1844,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,24-Nov,24-Nov
BOTU_1873,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_1864,Bacteria,Latescibacterota,Latescibacteria,Latescibacterales,Latescibacteraceae,Latescibacteraceae
BOTU_1898,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured
BOTU_1842,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
BOTU_1830,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
BOTU_1860,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190
BOTU_1794,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,unidentified
BOTU_1787,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1
BOTU_1825,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter
BOTU_1851,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14
BOTU_1857,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,uncultured,uncultured
BOTU_1881,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,unidentified
BOTU_1865,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flaviaesturariibacter
BOTU_1901,Bacteria,Planctomycetota,Phycisphaerae,Pla1_lineage,Pla1_lineage,Pla1_lineage
BOTU_1908,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera
BOTU_1886,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata
BOTU_1773,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_1849,Bacteria,Myxococcota,Polyangia,mle1-27,mle1-27,mle1-27
BOTU_1878,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168
BOTU_1892,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_1813,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,unidentified
BOTU_1854,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya_Es-Yyy1000
BOTU_1848,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,uncultured
BOTU_1889,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified
BOTU_1810,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Verticiella
BOTU_1883,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
BOTU_1895,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190
BOTU_1874,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10
BOTU_1906,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
BOTU_1882,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon
BOTU_1871,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
BOTU_1879,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,uncultured,uncultured
BOTU_1893,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41
BOTU_1894,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
BOTU_1913,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
BOTU_1903,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriaceae,Cyanobacteriaceae
BOTU_1859,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Ovatusbacter
BOTU_1915,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae
BOTU_1824,Bacteria,Firmicutes,Clostridia,Clostridiales,Caloramatoraceae,Fonticella
BOTU_1856,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14
BOTU_1931,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587
BOTU_1828,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
BOTU_1909,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI_0001001-H03
BOTU_1862,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_1888,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
BOTU_1922,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_1899,Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,uncultured,uncultured
BOTU_1822,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_1840,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter
BOTU_1897,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis
BOTU_1869,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_1919,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
BOTU_1933,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured
BOTU_1872,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
BOTU_1841,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured
BOTU_1858,Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,uncultured,uncultured
BOTU_1941,Bacteria,Planctomycetota,BD7-11,BD7-11,BD7-11,BD7-11
BOTU_1914,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,Rokubacteriales,Rokubacteriales
BOTU_1845,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1
BOTU_1910,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,WX65,WX65
BOTU_1887,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured
BOTU_1880,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
BOTU_1863,Bacteria,Actinobacteriota,Actinobacteria,unidentified,unidentified,unidentified
BOTU_1953,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured
BOTU_1943,Bacteria,Dependentiae,Babeliae,Babeliales,unidentified,unidentified
BOTU_1877,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia
BOTU_1853,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola
BOTU_1905,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66
BOTU_1920,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14
BOTU_1907,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Labilithrix
BOTU_1866,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,unidentified
BOTU_1890,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
BOTU_1949,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,AKIW781
BOTU_1875,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
BOTU_1912,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,uncultured
BOTU_1955,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group
BOTU_1921,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,unidentified
BOTU_1946,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium
BOTU_1937,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SH3-11
BOTU_1911,Bacteria,Armatimonadota,uncultured,uncultured,uncultured,uncultured
BOTU_1926,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45
BOTU_1938,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified
BOTU_1923,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Sorangium
BOTU_1852,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_1900,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia
BOTU_1964,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
BOTU_1916,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66
BOTU_1959,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17
BOTU_1956,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_1896,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,unidentified
BOTU_1952,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae
BOTU_1961,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168
BOTU_1917,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga
BOTU_1972,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_1980,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group
BOTU_1927,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Cnuella
BOTU_1932,Bacteria,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota
BOTU_1928,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified
BOTU_1850,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_1930,Bacteria,Myxococcota,Myxococcia,Myxococcales,uncultured_bacterium,unidentified
BOTU_1973,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_1891,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured
BOTU_1902,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,unidentified,unidentified
BOTU_1983,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium
BOTU_1969,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
BOTU_1957,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella
BOTU_1936,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus
BOTU_1934,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,unidentified
BOTU_1960,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae
BOTU_1904,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured,uncultured
BOTU_1970,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadales,Chthonomonadales
BOTU_1870,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,uncultured
BOTU_1924,Bacteria,Myxococcota,Polyangia,FFCH16767,FFCH16767,FFCH16767
BOTU_1945,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
BOTU_1987,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella
BOTU_1962,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41
BOTU_1978,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14
BOTU_1940,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_1963,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Chlamydiaceae,Chlamydiaceae
BOTU_1966,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella
BOTU_1991,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
BOTU_1996,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_1884,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_2003,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured
BOTU_2002,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured
BOTU_1993,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
BOTU_1947,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42
BOTU_1925,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus
BOTU_1954,Bacteria,Actinobacteriota,Acidimicrobiia,unidentified,unidentified,unidentified
BOTU_1979,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,unidentified
BOTU_1918,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_1990,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured_bacterium
BOTU_1968,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter
BOTU_2008,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium
BOTU_1965,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured_bacterium,unidentified
BOTU_1974,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_1984,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14
BOTU_1975,Bacteria,Myxococcota,Polyangia,uncultured_bacterium,unidentified,unidentified
BOTU_2000,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,uncultured,uncultured
BOTU_2016,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14
BOTU_1950,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
BOTU_2001,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
BOTU_1951,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,uncultured
BOTU_1977,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured
BOTU_1971,Bacteria,Actinobacteriota,uncultured_bacterium,unidentified,unidentified,unidentified
BOTU_1942,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_2027,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus
BOTU_1985,Bacteria,Myxococcota,Polyangia,mle1-27,mle1-27,mle1-27
BOTU_1986,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10
BOTU_1994,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
BOTU_1967,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured
BOTU_1992,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
BOTU_1939,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade
BOTU_1885,Bacteria,Firmicutes,Clostridia,Clostridia,Gracilibacteraceae,Lutispora
BOTU_1982,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_2042,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured
BOTU_2014,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,KD3-10
BOTU_1981,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured
BOTU_2012,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17
BOTU_1944,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,Subgroup_7,Subgroup_7
BOTU_2017,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190
BOTU_1989,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium
BOTU_2048,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured
BOTU_1999,Bacteria,Acidobacteriota,Subgroup_25,Subgroup_25,Subgroup_25,Subgroup_25
BOTU_1976,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified
BOTU_2009,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured
BOTU_2006,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
BOTU_2035,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2031,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus
BOTU_2025,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_1929,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_1935,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_2045,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae
BOTU_1958,Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,Ruminiclostridium
BOTU_1997,Bacteria,uncultured_bacterium,unidentified,unidentified,unidentified,unidentified
BOTU_2013,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
BOTU_1995,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
BOTU_2023,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
BOTU_2039,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
BOTU_2079,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II,Marine_Group_II
BOTU_2032,Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49
BOTU_2055,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031
BOTU_2049,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
BOTU_2022,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10
BOTU_1948,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BOTU_2051,Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119
BOTU_2066,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
BOTU_2054,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,JG30-KF-AS9
BOTU_2015,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19,PB19
BOTU_1998,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
BOTU_2056,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast
BOTU_2028,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,Sericytochromatia
BOTU_2046,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17
BOTU_2060,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2037,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17
BOTU_2064,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190
BOTU_2073,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_1988,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BOTU_2007,Bacteria,Chloroflexi,KD4-96,KD4-96,KD4-96,KD4-96
BOTU_2024,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae
BOTU_2029,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14
BOTU_2072,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2080,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured
BOTU_2084,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus
BOTU_2038,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,uncultured,uncultured
BOTU_2043,Bacteria,Gemmatimonadota,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group
BOTU_2018,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_2011,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,unidentified
BOTU_2010,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,uncultured
BOTU_2126,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified
BOTU_2053,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
BOTU_2078,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2061,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga
BOTU_2062,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
BOTU_2096,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured
BOTU_2047,Bacteria,Acidobacteriota,Acidobacteriae,unidentified,unidentified,unidentified
BOTU_2070,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,Sericytochromatia
BOTU_2033,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured
BOTU_2089,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
BOTU_2026,Bacteria,Armatimonadota,uncultured,uncultured,uncultured,uncultured
BOTU_2021,Bacteria,Actinobacteriota,Acidimicrobiia,uncultured_bacterium,unidentified,unidentified
BOTU_2036,Bacteria,Acidobacteriota,Subgroup_5,Subgroup_5,Subgroup_5,Subgroup_5
BOTU_2088,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031
BOTU_2085,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
BOTU_2052,Bacteria,Chloroflexi,KD4-96,KD4-96,KD4-96,KD4-96
BOTU_2059,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured
BOTU_2034,Bacteria,Desulfobacterota,uncultured,uncultured,uncultured,uncultured
BOTU_2063,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured_bacterium
BOTU_2108,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2067,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
BOTU_2004,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium
BOTU_2044,Bacteria,Actinobacteriota,Actinobacteria,0319-7L14,0319-7L14,0319-7L14
BOTU_2057,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,unidentified
BOTU_2092,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales,Oligoflexus
BOTU_2040,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BOTU_2019,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,uncultured
BOTU_2020,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured
BOTU_2050,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured
BOTU_2068,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured
BOTU_2114,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata
BOTU_2130,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b
