OTU,Kingdom,Phylum,Class,Order,Family ,Genus
BOTU_2082,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured
BOTU_2005,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_2098,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured_bacterium
BOTU_2120,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
BOTU_2137,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus
BOTU_2041,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured
BOTU_2076,Bacteria,Chloroflexi,uncultured_bacterium,unidentified,unidentified,unidentified
BOTU_2100,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10
BOTU_2106,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Trichocoleus_SAG_26.92
BOTU_2065,Bacteria,Acidobacteriota,Subgroup_5,Subgroup_5,Subgroup_5,Subgroup_5
BOTU_2102,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
BOTU_2135,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2074,Bacteria,Actinobacteriota,Acidimicrobiia,unidentified,unidentified,unidentified
BOTU_2101,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus
BOTU_2146,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b
BOTU_2069,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1
BOTU_2138,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2075,Bacteria,Actinobacteriota,Actinobacteria,unidentified,unidentified,unidentified
BOTU_2115,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
BOTU_2143,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,AKIW781
BOTU_2131,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190
BOTU_2110,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified
BOTU_2030,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_2104,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
BOTU_2091,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,uncultured
BOTU_2109,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
BOTU_2111,Bacteria,Actinobacteriota,uncultured_bacterium,unidentified,unidentified,unidentified
BOTU_2107,Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,Blfdi19
BOTU_2147,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2142,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae
BOTU_2165,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group
BOTU_2083,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured
BOTU_2058,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_2077,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Hamadaea
BOTU_2094,Bacteria,Actinobacteriota,Acidimicrobiia,uncultured,uncultured,uncultured
BOTU_2105,Bacteria,Desulfobacterota,uncultured,uncultured,uncultured,uncultured
BOTU_2134,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae
BOTU_2145,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae
BOTU_2086,Bacteria,Armatimonadota,uncultured,uncultured,uncultured,uncultured
BOTU_2132,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,24-Nov,24-Nov
BOTU_2172,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured_bacterium
BOTU_2123,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter
BOTU_2163,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2097,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BOTU_2071,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-002
BOTU_2156,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloronema
BOTU_2113,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
BOTU_2133,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured
BOTU_2160,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2087,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured
BOTU_2162,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus
BOTU_2125,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
BOTU_2090,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured
BOTU_2103,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured
BOTU_2117,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,uncultured
BOTU_2127,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
BOTU_2179,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured
BOTU_2171,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2182,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2129,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis
BOTU_2184,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified
BOTU_2099,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Promicromonospora
BOTU_2119,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_2153,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190
BOTU_2154,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae
BOTU_2175,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible_genus_04
BOTU_2093,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
BOTU_2095,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,KI89A_clade,KI89A_clade
BOTU_2124,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
BOTU_2081,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,uncultured_bacterium,unidentified
BOTU_2185,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast
BOTU_2164,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae
BOTU_2128,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria
BOTU_2195,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group
BOTU_2118,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus
BOTU_2140,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,unidentified,unidentified
BOTU_2187,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2139,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
BOTU_2183,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage_IV,Lineage_IV,Lineage_IV
BOTU_2199,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group
BOTU_2159,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10
BOTU_2151,Bacteria,Actinobacteriota,Actinobacteria,unidentified,unidentified,unidentified
BOTU_2197,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2136,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,WX65,WX65
BOTU_2178,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41
BOTU_2167,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,uncultured
BOTU_2176,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured
BOTU_2112,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_2161,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,unidentified,unidentified
BOTU_2169,Bacteria,Myxococcota,bacteriap25,bacteriap25,bacteriap25,bacteriap25
BOTU_2232,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified
BOTU_2188,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190
BOTU_2190,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea
BOTU_2170,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_2189,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
BOTU_2122,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus
BOTU_2173,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,Paludibaculum
BOTU_2174,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured
BOTU_2121,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BOTU_2214,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured
BOTU_2201,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast
BOTU_2221,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group
BOTU_2177,Bacteria,Chloroflexi,uncultured_bacterium,unidentified,unidentified,unidentified
BOTU_2152,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,unidentified,unidentified
BOTU_2181,Bacteria,Firmicutes,Symbiobacteriia,Symbiobacteriales,Symbiobacteraceae,uncultured
BOTU_2194,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
BOTU_2155,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17,Subgroup_17
BOTU_2205,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2158,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,unidentified
BOTU_2150,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_2213,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella
BOTU_2141,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified
BOTU_2166,Bacteria,Chloroflexi,OLB14,OLB14,OLB14,OLB14
BOTU_2209,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Telmatocola
BOTU_2211,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2216,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,AKIW781
BOTU_2191,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured
BOTU_2208,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031
BOTU_2193,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
BOTU_2116,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium
BOTU_2238,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus
BOTU_2149,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,unidentified,unidentified
BOTU_2203,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
BOTU_2217,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,AKIW781
BOTU_2168,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_2180,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus
BOTU_2246,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured
BOTU_2206,Bacteria,Chloroflexi,uncultured_bacterium,unidentified,unidentified,unidentified
BOTU_2207,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified
BOTU_2223,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2202,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_2144,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1
BOTU_2196,Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,Blfdi19
BOTU_2239,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031
BOTU_2241,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2218,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea
BOTU_2222,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
BOTU_2250,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2251,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2148,Bacteria,Firmicutes,Clostridia,Clostridiales,Caloramatoraceae,Fonticella
BOTU_2198,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured
BOTU_2252,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2227,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus_Protochlamydia
BOTU_2219,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Longimicrobiaceae
BOTU_2236,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2258,Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119
BOTU_2192,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,uncultured
BOTU_2277,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast
BOTU_2270,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10
BOTU_2247,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
BOTU_2249,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b
BOTU_2275,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168
BOTU_2200,Bacteria,Myxococcota,Polyangia,Polyangiales,unidentified,unidentified
BOTU_2228,Bacteria,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota
BOTU_2215,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_2287,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera
BOTU_2229,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter
BOTU_2212,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured
BOTU_2288,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured
BOTU_2157,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_2230,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Melittangium
BOTU_2266,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified
BOTU_2273,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
BOTU_2234,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,uncultured
BOTU_2285,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031
BOTU_2293,Bacteria,uncultured_bacterium,unidentified,unidentified,unidentified,unidentified
BOTU_2235,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium
BOTU_2271,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
BOTU_2220,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_2254,Bacteria,Myxococcota,Polyangia,mle1-27,mle1-27,mle1-27
BOTU_2245,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Longimicrobiaceae
BOTU_2313,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured
BOTU_2264,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,uncultured,uncultured
BOTU_2292,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031
BOTU_2267,Bacteria,Myxococcota,Polyangia,Polyangiales,unidentified,unidentified
BOTU_2268,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10
BOTU_2286,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
BOTU_2210,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,uncultured_bacterium
BOTU_2269,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
BOTU_2278,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14
BOTU_2296,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031
BOTU_2260,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group
BOTU_2261,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
BOTU_2240,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Nibribacter
BOTU_2253,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
BOTU_2262,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured
BOTU_2237,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_5
BOTU_2255,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,uncultured,uncultured_bacterium
BOTU_2244,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium
BOTU_2323,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera
BOTU_2204,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium
BOTU_2290,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae
BOTU_2257,Bacteria,Myxococcota,bacteriap25,bacteriap25,bacteriap25,bacteriap25
BOTU_2259,Bacteria,Chloroflexi,OLB14,OLB14,OLB14,OLB14
BOTU_2310,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2186,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_2224,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Thermomonosporaceae
BOTU_2301,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2300,Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49
BOTU_2256,Bacteria,Chloroflexi,KD4-96,KD4-96,KD4-96,KD4-96
BOTU_2283,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767
BOTU_2274,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
BOTU_2276,Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,Blfdi19
BOTU_2225,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Frankia
BOTU_2314,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
BOTU_2284,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovarius
BOTU_2231,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria
BOTU_2263,Bacteria,Actinobacteriota,unidentified,unidentified,unidentified,unidentified
BOTU_2243,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured,uncultured
BOTU_2282,Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,Blfdi19
BOTU_2304,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
BOTU_2326,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus
BOTU_2319,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia
BOTU_2315,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea
BOTU_2337,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified
BOTU_2330,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2280,Bacteria,Myxococcota,bacteriap25,bacteriap25,bacteriap25,bacteriap25
BOTU_2265,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis
BOTU_2248,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacteraceae
BOTU_2360,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II,Marine_Group_II
BOTU_2289,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter
BOTU_2325,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast
BOTU_2329,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
BOTU_2342,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured
BOTU_2242,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
BOTU_2338,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
BOTU_2317,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41
BOTU_2318,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae
BOTU_2335,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified
BOTU_2281,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter
BOTU_2343,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2311,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
BOTU_2344,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,RBG-13-54-9,RBG-13-54-9
BOTU_2302,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
BOTU_2316,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Labilithrix
BOTU_2226,Bacteria,Firmicutes,Bacilli,Bacillales,unidentified,unidentified
BOTU_2307,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
BOTU_2345,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast
BOTU_2305,Bacteria,Actinobacteriota,Thermoleophilia,uncultured,uncultured,uncultured
BOTU_2354,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,unidentified
BOTU_2339,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae
BOTU_2358,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_2303,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_2272,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Chthonobacter
BOTU_2297,Bacteria,Actinobacteriota,Acidimicrobiia,uncultured,uncultured,uncultured
BOTU_2350,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus_Xiphinematobacter
BOTU_2327,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
BOTU_2334,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,uncultured,uncultured
BOTU_2341,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella
BOTU_2299,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42
BOTU_2322,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,Sericytochromatia
BOTU_2331,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured
BOTU_2374,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group
